Filename,Turns,Stop_y,Stop_z,Wpeak,Wtrail,Wrange_val,Wduration,Wstandard deviation,Wmean,Speak,Sstd,Saccely_mean,Sidepeak_x,Sidestd_x,Sideaccely_x,Sidepeak_y,Sidestd_y,Sideaccely_y,Rating
1,4.17788023,0.028225,4.2,0.0219,-0.0333,0.0552,7,0.015593907,0.015944444,0.0219,0.013265379,0.006057778,0.0219,0.013265379,0.006057778,0.0351,0.024041324,0.005414167,4
2,1.761004798,0.035925,6.225,0.0096,-0.0289,0.0385,2,0.01613657,0.007066667,0.0096,0.010155168,0.008296389,0.0096,0.010155168,0.008296389,0.0762,0.029226642,0.002935,4
3,0.689371051,0.02415,5.825,0.016222222,-0.0354,0.051622222,8,0.013956191,0.009830864,0.002777778,0.008994594,0.010712222,0.002777778,0.008994594,0.010712222,0.0165,0.00914915,0.001004722,4
4,1.094404704,0.024925,6.725,0.0093,-0.0322,0.0415,1,0.02075,0.01145,0.0093,0.01231334,0.008163333,0.0093,0.01231334,0.008163333,0.017,0.010264276,0.003228889,4
5,0.948013169,0.03245,5.95,0.0205,-0.024,0.0445,33,0.009922411,0.007417974,0.0205,0.011678815,0.006042778,0.0205,0.011678815,0.006042778,0.0459,0.021910969,0.007475833,4
6,1.379473724,0.034825,7.775,0.0176,-0.0534,0.071,10,0.017826653,0.014943159,0.0176,0.012710752,0.011361869,0.0176,0.012710752,0.011361869,0.028,0.01739981,0.001697576,4
7,1.03111533,0.052375,6.925,0.0098,-0.0428,0.0526,6,0.015140755,0.014357143,0.0098,0.008231897,0.011865556,0.0098,0.008231897,0.011865556,0.0561,0.022246904,0.005826944,4
8,1.211494219,0.021875,5.55,0.0138,-0.036,0.0498,21,0.013351434,0.01149899,0.0138,0.011007772,0.009770556,0.0138,0.011007772,0.009770556,0.0253,0.011886995,0.007019167,5
9,0.829667164,0.028875,6.275,0.0041,-0.034444444,0.038544444,4,0.014258466,0.023377778,0.0041,0.011344817,0.016048889,0.0041,0.011344817,0.016048889,0.0223,0.008998127,0.000285556,4
10,0.850870438,0.03605,5.5,0.0054,-0.0217,0.0271,10,0.007577762,0.009245455,0.0054,0.006916396,0.008712778,0.0054,0.006916396,0.008712778,0.0225,0.009153493,0.001003056,4
11,1.386129193,0.029575,7.15,0.0079,-0.033111111,0.041011111,19,0.008740305,0.014394444,0.0079,0.008914525,0.013241389,0.0079,0.008914525,0.013241389,0.0492,0.018574056,0.004390278,5
12,5.118218178,-0.03655,6.45,0.0355,-0.072,0.1075,5,0.034480536,0.02212037,0.0355,0.02860223,0.018840556,0.0355,0.02860223,0.018840556,0.104,0.098315705,0.133746944,4
13,2.060568509,0.0213,8.45,0.0239,-0.0597,0.0836,5,0.026972934,0.02735,0.0239,0.026002031,0.019179848,0.0239,0.026002031,0.019179848,0.2283,0.102217108,0.013924823,4
14,1.264868514,0.03865,5.625,0.005888889,-0.0302,0.036088889,7,0.011896697,0.008001389,0.005888889,0.008876268,0.009761111,0.005888889,0.008876268,0.009761111,0.05,0.02424763,0.000846111,4
15,0.666424962,0.030925,6.7,0.004222222,-0.029444444,0.033666667,31,0.007953386,0.009535069,0.004222222,0.008244555,0.010626742,0.004222222,0.008244555,0.010626742,0.0274,0.023703,0.000339419,4
16,1.019564291,0.05045,7.35,0.021666667,-0.0451,0.066766667,1,0.033383333,0.011716667,0.021666667,0.017429993,0.008908611,0.021666667,0.017429993,0.008908611,0.0473,0.017814372,0.004773333,5
17,1.17977089,0.034525,6.25,0.0054,-0.0364,0.0418,27,0.008954421,0.012424107,0.003625,0.007479418,0.012359375,0.003625,0.007479418,0.012359375,0.0284,0.020229094,0.000861458,4
18,0.775894351,0.0303,5.7,0.0309,-0.0287,0.0596,3,0.023644838,0.009330556,0.011363636,0,0.006806742,0.011363636,0,0.006806742,0.0085,0.013520164,0.005520833,5
19,1.552485757,0.0421,6.775,0.0114,-0.034,0.0454,24,0.011224509,0.012159619,0.002555556,0.009600913,0.011536795,0.002555556,0.009600913,0.011536795,0.0515,0.022321879,0.005948927,5
20,1.605895869,0.026925,5.6,0.0033,-0.0338,0.0371,19,0.008013419,0.010718889,0.0033,0.005813393,0.011111944,0.0033,0.005813393,0.011111944,0.0406,0.018663058,0.006103611,5
21,1.061207522,0.030225,6.65,0.0102,-0.0281,0.0383,7,0.01211161,0.0100125,0.0102,0.009485958,0.008926944,0.0102,0.009485958,0.008926944,0.0332,0.015832327,0.000954722,5
22,0.552512755,0.034475,6.925,0.0018,-0.023,0.0248,18,0.006258407,0.011216374,0.0018,0.007086864,0.009692778,0.0018,0.007086864,0.009692778,0.021,0.008681994,0.0019075,4
23,1.507135769,0.03285,6.5,0.0071,-0.029555556,0.036655556,9,0.010426901,0.013135556,0.0071,0.009711331,0.011378384,0.0071,0.009711331,0.011378384,0.038,0.024387029,0.003976944,4
24,4.801070973,0.044375,5.2,0.0284,-0.0349,0.0633,22,0.012495643,0.009242995,0.0284,0.014357012,0.010304444,0.0284,0.014357012,0.010304444,0.0919,0.046993824,0.013033056,5
25,0.860950087,0.048825,6.625,0.014,-0.0383,0.0523,24,0.01168983,0.010232889,0.004111111,0.007872619,0.009508056,0.004111111,0.007872619,0.009508056,0.0789,0.046996671,0.000987778,4
26,0.842140033,0.038375,6.275,0.0077,-0.036777778,0.044477778,13,0.012686252,0.012437302,0.0077,0.010869868,0.0111225,0.0077,0.010869868,0.0111225,0.0546,0.018156496,0.001443056,4
27,0.778478644,0.039,6.6,0.0079,-0.040454545,0.048354545,6,0.016226011,0.012471284,0.0079,0.011443969,0.010194697,0.0079,0.011443969,0.010194697,0.036666667,0.013499513,0.003724015,4
28,1.275127397,0.0387,5.825,0.015,-0.052,0.067,5,0.021161975,0.01865,0.0023,0,0.014446389,0.0023,0,0.014446389,0.0388,0.014695966,0.003848333,4
29,0.943408704,0.036675,6.15,0.0087,-0.0484,0.0571,10,0.015145228,0.015755556,0.0087,0.011952634,0.011141389,0.0087,0.011952634,0.011141389,0.0417,0.023009402,0.004148611,4
30,1.097790629,0.039875,6,0.0313,-0.0552,0.0865,12,0.022744857,0.009894872,0.0313,0.016906374,0.010244861,0.0313,0.016906374,0.010244861,0.0633,0.024192591,0.002149514,4
31,0.955196663,0.049625,6.35,0.0201,-0.0373,0.0574,26,0.012701282,0.009144155,0.0201,0.012146924,0.010667304,0.0201,0.012146924,0.010667304,0.059111111,0.024950554,0.000222481,5
32,0.741654957,0.038775,6.3,0.0179,-0.0315,0.0494,2,0.020406045,0.009,0.011,0,0.011943889,0.011,0,0.011943889,0.086111111,0.041342936,0.000857222,4
33,5.192978937,0.082525,8.1,0.0146,-0.1238,0.1384,15,0.032729629,0.048149747,0.0146,0.02595448,0.035816843,0.0146,0.02595448,0.035816843,0.3122,0.10351077,0.030341995,5
34,3.142220008,0.065675,7.7,0.0312,-0.064111111,0.095311111,5,0.035383274,0.013024074,0.0312,0.032561475,0.021260833,0.0312,0.032561475,0.021260833,0.2654,0.094668144,0.003103611,4
35,0.53092724,0.051025,6.475,0.002,-0.0307,0.0327,7,0.010535509,0.015416667,0.002,0.008196649,0.013309167,0.002,0.008196649,0.013309167,0.0271,0,0.00642,5
36,0.681524877,0.043075,6.8,0.0167,-0.0318,0.0485,36,0.011765478,0.009797215,0.0113,0.012781818,0.009427146,0.0113,0.012781818,0.009427146,0.0306,0.013510142,5.05E-08,4
37,0.893798254,0.05125,5.775,0.0453,-0.045222222,0.090522222,11,0.02151035,0.006120412,0.0453,0.014694118,0.008342235,0.0453,0.014694118,0.008342235,0.053777778,0.037619428,0.000866383,5
38,1.056237491,0.044325,6.05,0.0156,-0.0434,0.059,7,0.019567767,0.0169,0.0088,0.016835445,0.012190556,0.0088,0.016835445,0.012190556,0.0393,0.020401029,0.005287778,5
39,1.233684185,0.04905,6.325,0.0167,-0.040444444,0.057144444,7,0.018821933,0.007730556,0.0048,0,0.0120475,0.0048,0,0.0120475,0.0871,0.065359434,0.002719722,4
40,1.141035548,0.04735,5.9,0.0108,-0.0339,0.0447,13,0.011461015,0.013189683,0.0108,0.010174204,0.011092708,0.0108,0.010174204,0.011092708,0.1152,0.054972818,0.002736458,4
41,1.314518944,0.03265,6.7,0.0067,-0.0407,0.0474,1,0.0237,0.017,0.0035,0.006940376,0.011263472,0.0035,0.006940376,0.011263472,0.0099,0.007653941,0.004600486,4
42,0.756627824,0.0307,7.075,0.005444444,-0.0244,0.029844444,2,0.012702724,0.012018519,0.005444444,0.010351873,0.010116736,0.005444444,0.010351873,0.010116736,0.029,0.028933166,0.003211181,4
43,1.083608478,0.03955,6.425,0.0103,-0.034,0.0443,12,0.011575321,0.011391453,0.0103,0.010636108,0.01066024,0.0103,0.010636108,0.01066024,0.05,0.040976517,0.000758788,5
44,4.59798712,-0.30635,3.75,-0.0597,-0.1204,0.0607,28,0.014984498,0.082944828,-0.0597,0.011846888,0.084106071,-0.0597,0.011846888,0.084106071,-0.3354,0.013905401,0.389656111,5
45,1.098406591,-0.400975,9,-0.077444444,-0.1114,0.033955556,36,0.007768106,0.095888589,-0.0868,0,0.096346944,-0.0868,0,0.096346944,-0.3858,0.043000446,0.438819293,4
46,1.137993016,-0.423525,8.475,-0.0842,-0.1203,0.0361,21,0.008939235,0.102004546,-0.0842,0.006246862,0.100826389,-0.0842,0.006246862,0.100826389,-0.4161,0.021482067,0.452420278,5
47,1.867237853,-0.4324,9.675,-0.0939,-0.119777778,0.025877778,3,0.009991084,0.105994444,-0.0955,0.004157021,0.1063125,-0.0955,0.004157021,0.1063125,-0.3999,0.017601263,0.4561625,4
48,1.625851401,-0.436675,8.9,-0.0922,-0.1199,0.0277,3,0.010102722,0.1036,-0.0922,0.007790599,0.103450278,-0.0922,0.007790599,0.103450278,-0.420444444,0.012824329,0.448686616,4
49,1.676934984,-0.3838,9.925,-0.0877,-0.1286,0.0409,33,0.007808962,0.112454575,-0.0954,0,0.111344444,-0.0954,0,0.111344444,-0.2887,0.046101457,0.411072222,4
50,1.616287798,-0.403725,9.975,-0.0764,-0.1154,0.039,29,0.007736243,0.100197407,-0.0764,0.00770139,0.099689318,-0.0764,0.00770139,0.099689318,-0.3866,0.040377866,0.435880202,5
51,1.960253699,-0.38455,9.8,-0.078888889,-0.1313,0.052411111,7,0.014231719,0.096648611,-0.0819,0.012052748,0.097705556,-0.0819,0.012052748,0.097705556,-0.3556,0.031113413,0.410971389,5
52,1.06689913,-0.36545,4.575,-0.0625,-0.1236,0.0611,9,0.016187478,0.086688889,-0.0625,0.010948414,0.0887125,-0.0625,0.010948414,0.0887125,-0.355444444,0.009486757,0.391850833,4
53,0.895655417,-0.3668,2.125,-0.0759,-0.0997,0.0238,14,0.006040537,0.089086667,-0.0759,0.006963132,0.088535833,-0.0759,0.006963132,0.088535833,-0.3259,0.031783813,0.393168611,4
54,0.687105445,-0.359,0.6,-0.0767,-0.107,0.0303,13,0.008363502,0.092542857,-0.0767,0.008797939,0.091834741,-0.0767,0.008797939,0.091834741,-0.3516,0.011078228,0.377905227,4
55,0.860786914,-0.356,0.15,-0.0658,-0.1165,0.0507,16,0.011139303,0.086316162,-0.0658,0.007796879,0.084786869,-0.0658,0.007796879,0.084786869,-0.3375,0,0.360618258,4
56,3.579380591,-0.0184,7.475,0.034,-0.0765,0.1105,7,0.035615095,0.0095,0.017,0.02811313,0.020725556,0.017,0.02811313,0.020725556,0.1238,0.057362528,0.058615556,4
57,4.824725431,-0.044675,8.225,0.0268,-0.0519,0.0787,5,0.024732008,0.010033333,0.0268,0.02041298,0.012636174,0.0268,0.02041298,0.012636174,0.0881,0.111771937,0.036307229,4
58,1.217431228,0.01925,6.575,0.0071,-0.0255,0.0326,10,0.009788431,0.009145455,0.0071,0.007411572,0.011141237,0.0071,0.007411572,0.011141237,0.0185,0.012239643,0.002508106,4
59,1.071823938,0.02725,7,0.014555556,-0.0292,0.043755556,6,0.012253968,0.007463492,0.014555556,0.010048931,0.007263611,0.014555556,0.010048931,0.007263611,0.088444444,0.029544826,0.000432172,5
60,0.880142643,0.02555,6.975,0.0074,-0.0277,0.0351,2,0.014432448,0.011366667,0.0074,0.008854517,0.009937121,0.0074,0.008854517,0.009937121,0.0302,0.012735121,0.001911616,5
61,1.096119698,0.021325,7.675,0.0163,-0.0219,0.0382,11,0.009376785,0.008441667,0.0163,0.009898065,0.008062778,0.0163,0.009898065,0.008062778,0.0277,0.012860922,0.000905833,5
62,1.507853447,0.028575,7.225,0.0142,-0.0205,0.0347,15,0.009229302,0.006388194,0.0093,0.007564073,0.006608056,0.0093,0.007564073,0.006608056,0.0274,0.01519378,0.000878889,4
63,2.089668605,0.026275,7.175,0.0143,-0.0269,0.0412,5,0.0157034,0.006592593,0.0143,0.012040298,0.008675833,0.0143,0.012040298,0.008675833,0.0222,0.015334898,0.001635278,5
64,1.615655931,0.02155,6.675,1.00E-04,-0.0212,0.0213,8,0.005776154,0.010477778,1.00E-04,0.005212445,0.011211458,1.00E-04,0.005212445,0.011211458,0.0227,0,0.003052917,5
65,1.688819385,0.022425,6.775,0.006,-0.0288,0.0348,10,0.008753313,0.010836364,0.006,0.007656165,0.009643333,0.006,0.007656165,0.009643333,0.0445,0.021094263,0.000435,5
66,1.46034749,0.0249,6.925,0.0132,-0.019333333,0.032533333,4,0.010734315,0.006426667,0.0132,0.008645375,0.007632847,0.0132,0.008645375,0.007632847,0.0366,0.023480652,0.002686597,4
67,1.48263193,0.0224,7.55,0.0083,-0.022222222,0.030522222,4,0.010112897,0.008431111,0.0083,0.008251313,0.007997222,0.0083,0.008251313,0.007997222,0.023444444,0.015514011,0.001132778,4
68,2.111513514,0.022075,7.375,0.006,-0.0199,0.0259,31,0.006507436,0.009138542,0.0044,0.007727729,0.007845278,0.0044,0.007727729,0.007845278,0.0229,0.009930419,0.000504167,4
69,1.40040488,0.02575,6,0.0046,-0.024888889,0.029488889,7,0.00808778,0.009325,0.0046,0.006209137,0.009219167,0.0046,0.006209137,0.009219167,0.0341,0.01794427,0.001721111,5
70,1.576635344,0.019675,7.5,0.0077,-0.0263,0.034,1,0.017,0.0093,0.0077,0.009372926,0.010047569,0.0077,0.009372926,0.010047569,0.039,0.035575228,0.000368889,4
71,1.340876431,0.0198,7.333333333,0.003888889,-0.0243,0.028188889,1,0.014094444,0.010205556,0.003888889,0.007646079,0.007928713,0.003888889,0.007646079,0.007928713,0.022142857,0.014643949,0.000468735,4
72,1.208931907,0.0247,6.525,0.051444444,-0.0305,0.081944444,33,0.013605482,0.006065033,0.0071,0.0100447,0.007747778,0.0071,0.0100447,0.007747778,0.0377,0,0.003515556,5
73,1.877353345,0.02625,6.525,0.010333333,-0.0416,0.051933333,18,0.012455282,0.012381074,0.010333333,0.010171809,0.01191101,0.010333333,0.010171809,0.01191101,0.0306,0.016430056,0.000568409,4
74,1.517923287,0.0193,7.125,0.0085,-0.0376,0.0461,11,0.012018282,0.014491667,0.0085,0.009924725,0.016891288,0.0085,0.009924725,0.016891288,0.0257,0.013118783,0.002508561,4
75,0.734755301,0.023775,6.875,0.0147,-0.031222222,0.045922222,37,0.00915193,0.00689386,0.0074,0.005816111,0.006971212,0.0074,0.005816111,0.006971212,0.0208,0.011199368,0.001017096,4
76,0.766829328,0.025375,7.7,0.0072,-0.029333333,0.036533333,11,0.008540768,0.010869444,0.0072,0.007741719,0.010607222,0.0072,0.007741719,0.010607222,0.0154,0.009541523,0.001663889,5
77,1.461013674,0.020225,7.45,0.0014,-0.0279,0.0293,13,0.007210328,0.016421429,0.0014,0.007095243,0.013951389,0.0014,0.007095243,0.013951389,0.02,0.009752603,0.001613889,5
78,1.659157954,0.01905,8.2,0.0051,-0.0323,0.0374,7,0.010252042,0.019175,-0.0013,0.008309036,0.015607449,-0.0013,0.008309036,0.015607449,0.022,0.024984162,0.006213283,4
79,1.720369289,0.0215,6.975,0.0043,-0.0253,0.0296,12,0.007110264,0.010665423,0.0043,0.006231896,0.011190429,0.0043,0.006231896,0.011190429,0.0162,0.008212633,0.001468359,4
80,1.793440064,0.0177,6.55,-0.0015,-0.026,0.0245,6,0.008866861,0.013114286,-0.0027,0.003744633,0.011358611,-0.0027,0.003744633,0.011358611,0.0275,0.011532637,0.000719722,4
81,1.668795552,0.02225,8.275,0.0003,-0.025333333,0.025633333,20,0.007602229,0.015138095,0.0003,0.008305581,0.014184444,0.0003,0.008305581,0.014184444,0.0203,0.010501864,0.000121944,4
82,1.727996101,0.025475,6.75,0.0372,-0.0366,0.0738,3,0.027588256,0.006025,0.0372,0.019679638,0.009930833,0.0372,0.019679638,0.009930833,0.111333333,0.05042496,0.0045225,4
83,1.645462839,0.023925,7.65,-0.003,-0.0288,0.0258,3,0.010316249,0.0147,-0.003,0.008311819,0.012881313,-0.003,0.008311819,0.012881313,0.0415,0.014982055,0.00687952,4
84,1.883850589,0.0203,7.675,-0.0031,-0.0267,0.0236,16,0.006847208,0.014927941,-0.006,0.00521579,0.015086673,-0.006,0.00521579,0.015086673,0.0277,0.010538132,0.005377746,4
85,1.330829518,0.029225,6.375,0.0043,-0.0455,0.0498,2,0.020456295,0.019,0.0043,0.013109182,0.013053333,0.0043,0.013109182,0.013053333,0.0251,0.015028888,0.001584306,4
86,1.108077215,0.0312,6.6,0.012,-0.0381,0.0501,14,0.011129071,0.009817037,0.004375,0.011033775,0.011653908,0.004375,0.011033775,0.011653908,0.0281,0.011470336,0.002738782,4
87,0.920713608,0.02735,6.825,0.0053,-0.0338,0.0391,17,0.009762376,0.013845679,-0.001333333,0.006744941,0.012147449,-0.001333333,0.006744941,0.012147449,0.0251,0.008706509,0.002785859,4
88,1.317015894,0.025575,6.825,0.0009,-0.0329,0.0338,10,0.009017504,0.012190909,0.0009,0.006335196,0.012194167,0.0009,0.006335196,0.012194167,0.0272,0.014896308,0.000280833,4
89,1.837144481,0.0267,7.7,0.0168,-0.0297,0.0465,6,0.013678943,0.009071429,0.0168,0.009514903,0.008183128,0.0168,0.009514903,0.008183128,0.0329,0.011890523,0.001689815,5
90,1.192264393,0.0287,5.625,0.0231,-0.0339,0.057,4,0.022331646,0.00536,0.0231,0.017190157,0.00913,0.0231,0.017190157,0.00913,0.07,0.031588462,0.002192222,5
91,1.285240181,0.022125,7.825,0.012,-0.0282,0.0402,1,0.0201,0.0081,0.012,0.009424825,0.011730556,0.012,0.009424825,0.011730556,0.0176,0.00605,0.001785,4
92,1.03114713,0.021975,7.825,0.0032,-0.033555556,0.036755556,17,0.009820921,0.012296296,0.0002,0,0.010782778,0.0002,0,0.010782778,0.0158,0.009227143,0.005279167,4
93,1.47258762,0.026525,8.3,0.011555556,-0.0283,0.039855556,11,0.012865454,0.007412963,0.011555556,0.008109648,0.008513914,0.011555556,0.008109648,0.008513914,0.029888889,0.018606439,0.000537146,4
94,2.161575714,0.0278,5.875,-6.94E-19,-0.0349,0.0349,11,0.008655583,0.014341751,-0.0032,0.005588758,0.013768939,-0.0032,0.005588758,0.013768939,0.0433,0.021542553,0.000886641,4
95,2.529080899,0.031375,7.675,0.0043,-0.026,0.0303,23,0.006488158,0.01448287,0.0043,0.008735886,0.013413889,0.0043,0.008735886,0.013413889,0.046,0.018179377,0.009259722,4
96,1.72183179,0.030425,7.6,0.0331,-0.0269,0.06,10,0.015328571,0.007920455,0.0331,0.016960587,0.010356181,0.0331,0.016960587,0.010356181,0.0831,0.0489638,0.003411042,5
97,1.544841355,0.0318,7.65,0.0079,-0.0338,0.0417,1,0.02085,0.01295,0.0079,0.010338983,0.013076389,0.0079,0.010338983,0.013076389,0.0453,0.014826862,0.005370556,4
98,1.869062601,0.022875,8.125,0.001777778,-0.0275,0.029277778,2,0.012646021,0.009940741,0.0004,0.00599656,0.008632045,0.0004,0.00599656,0.008632045,0.0151,0.008542917,0.000205328,4
99,1.675458513,0.023075,7.825,0.0083,-0.0232,0.0315,11,0.007864413,0.009559259,0.0083,0.007686276,0.010362222,0.0083,0.007686276,0.010362222,0.0263,0.007161871,0.003711667,4
100,2.500856506,0.022175,7.8,0.003,-0.030444444,0.033444444,8,0.011277436,0.014493827,0.003,0.009212918,0.014248611,0.003,0.009212918,0.014248611,0.0221,0,0.000416944,4
101,0.335139831,0.03165,8.05,0.0193,-0.0289,0.0482,19,0.010190634,0.009921111,0.0193,0.011981106,0.011018333,0.0193,0.011981106,0.011018333,0.0555,0.023094284,0.004368889,4
102,0.78660377,0.025275,7.4,0.0068,-0.0303,0.0371,2,0.017418828,0.017833333,0.0012,0.005668873,0.009310556,0.0012,0.005668873,0.009310556,0.0211,0.01103281,0.003831736,5
103,1.076208859,0.0257,7.7,0.015,-0.0248,0.0398,20,0.010117806,0.007268254,0.015,0.008010426,0.006828611,0.015,0.008010426,0.006828611,0.016222222,0,0.001225556,4
104,2.26415306,0.024675,7.6,0.0148,-0.044222222,0.059022222,17,0.015596011,0.02034321,0.0148,0.015368743,0.016618056,0.0148,0.015368743,0.016618056,0.0177,0.009470925,0.003919773,4
105,2.788781468,0.02795,7.75,0.012,-0.027111111,0.039111111,33,0.008820127,0.009852042,0.0066,0.006518423,0.010097014,0.0066,0.006518423,0.010097014,0.0415,0.021929225,0.002419653,5
106,1.43672889,0.015,6.9,0.0042,-0.035,0.0392,34,0.008204095,0.010376667,0.0036,0.01010423,0.010881528,0.0036,0.01010423,0.010881528,0.0241,0.014654754,0.001764444,4
107,2.481019275,0.0267,8.1,0.0051,-0.063222222,0.068322222,4,0.024995937,0.02767697,0.0028,0,0.020579381,0.0028,0,0.020579381,0.0139,0.00657008,0.000641414,5
108,0.358800342,0.02665,5.8,0.0312,-0.0474,0.0786,17,0.017290025,0.013822727,0.0312,0.01832875,0.014587172,0.0312,0.01832875,0.014587172,0.1193,0.03816346,0.022720076,4
109,2.613761352,0.05205,8.125,0.0071,-0.0729,0.08,11,0.020951382,0.030510185,0.0071,0.010569088,0.021823611,0.0071,0.010569088,0.021823611,0.0556,0,0.000543333,5
110,2.172726101,0.023075,5.775,-0.0018,-0.0214,0.0196,3,0.007093307,0.0131,-0.0018,0.004920139,0.011404444,-0.0018,0.004920139,0.011404444,0.017666667,0.008967894,0.000725556,4
111,1.19535585,0.020975,6.625,-0.0026,-0.0229,0.0203,2,0.008515215,0.014133333,-0.0026,0.006105437,0.010476944,-0.0026,0.006105437,0.010476944,0.0169,0.006919191,0.001018333,4
112,1.406626144,0.031825,6.4,0.0042,-0.0362,0.0404,3,0.015194353,0.020880556,0.0042,0.011157481,0.015171667,0.0042,0.011157481,0.015171667,0.0581,0.021083286,0.003333611,4
113,1.899383855,0.022025,7.2,0.0509,-0.0486,0.0995,3,0.035579936,0.003125,0.0509,0.02405852,0.013054141,0.0509,0.02405852,0.013054141,0.1749,0.064131646,0.008194343,4
114,1.972318217,0.02955,6.275,-0.002666667,-0.0321,0.029433333,29,0.007805251,0.017953333,-0.002777778,0.009170511,0.017296944,-0.002777778,0.009170511,0.017296944,0.0366,0.024365138,0.002847778,4
115,1.628289616,0.023125,5.95,-0.0006,-0.0235,0.0229,14,0.006329107,0.01032,-0.0012,0,0.011968889,-0.0012,0,0.011968889,0.0254,0.013817859,0.006295,5
116,1.363936924,0.04535,6.125,0.0157,-0.0236,0.0393,7,0.011890056,0.013838889,0.0157,0.010321962,0.010416641,0.0157,0.010321962,0.010416641,0.125777778,0.043582403,0.002488554,5
117,0.922451273,0.031825,4.4,0.0078,-0.0361,0.0439,19,0.010445657,0.017648889,0.0078,0.010779519,0.01452,0.0078,0.010779519,0.01452,0.0455,0.019288365,0.008318333,5
118,1.249717036,0.038971429,7.228571429,0.031,-0.0406,0.0716,6,0.024062343,0.005928571,0.031,0.018734138,0.01389023,0.031,0.018734138,0.01389023,0.0723,0.022952425,0.012301437,5
119,1.703819464,0.0179,4.775,0.0066,-0.0264,0.033,1,0.0165,0.0099,0.0066,0.009583128,0.009919167,0.0066,0.009583128,0.009919167,0.0777,0.031346841,0.007690833,4
120,1.591452623,0.0387,6.85,0.0004,-0.021,0.0214,11,0.006494929,0.009441667,0.0004,0.006413112,0.009109091,0.0004,0.006413112,0.009109091,0.0615,0.025850863,0.000581717,5
121,1.498535041,0.029,5.975,0.0057,-0.0357,0.0414,2,0.01693622,0.014233333,0.0057,0.009915209,0.013180328,0.0057,0.009915209,0.013180328,0.0307,0.016922594,0.000863131,4
122,1.177842819,0.03785,7.95,0.0085,-0.0219,0.0304,2,0.01293067,0.009266667,0.0085,0.009920392,0.007756111,0.0085,0.009920392,0.007756111,0.044,0.014479389,0.003648611,4
123,1.715100803,0.031425,7.25,0.001666667,-0.028,0.029666667,12,0.008189263,0.016087179,0.001666667,0.006747454,0.013896389,0.001666667,0.006747454,0.013896389,0.0428,0.018473855,0.000152778,4
124,2.465158067,0.0339,7.4,-0.0038,-0.0257,0.0219,17,0.0048963,0.011980864,-0.005,0,0.01284,-0.005,0,0.01284,0.0343,0.015574179,0.002964167,4
125,1.466051794,0.027375,8.075,0.002888889,-0.0308,0.033688889,29,0.006785482,0.013655556,0.002888889,0.007227036,0.01254,0.002888889,0.007227036,0.01254,0.0458,0.02035325,0.001820556,4
126,1.577899275,0.04,7.025,0.0233,-0.0413,0.0646,25,0.014489523,0.011257692,0.0124,0.013057179,0.011630505,0.0124,0.013057179,0.011630505,0.044,0.025840851,0.007072374,4
127,1.15576947,0.024325,6.525,0.0063,-0.0251,0.0314,20,0.008072186,0.009477249,0.0063,0.004912485,0.009080732,0.0063,0.004912485,0.009080732,0.0363,0.031119753,0.001446667,5
128,1.489605535,0.01955,7.175,0.001,-0.0278,0.0288,27,0.005404301,0.011123232,0.001,0.005515816,0.010508485,0.001,0.005515816,0.010508485,0.022444444,0.010110843,0.000486806,5
129,1.64646349,0.0267,6.95,-0.002,-0.0319,0.0299,32,0.007418771,0.012422222,-0.002,0.006221525,0.012720833,-0.002,0.006221525,0.012720833,0.0372,0.015695822,0.001317222,4
130,2.017791109,0.0278,8.65,-0.0033,-0.0345,0.0312,29,0.006818072,0.014289091,-0.004777778,0,0.014268763,-0.004777778,0,0.014268763,0.039333333,0.020897794,0.000149091,5
131,0.425790904,0.020675,7.2,0.0051,-0.0194,0.0245,27,0.007309381,0.010097006,0.0033,0.006722723,0.010375404,0.0033,0.006722723,0.010375404,0.0348,0.011623394,0.001646187,4
132,0.629332784,0.02405,7.75,0.0097,-0.0243,0.034,15,0.009066213,0.006536111,0.0025,0.007805166,0.008816944,0.0025,0.007805166,0.008816944,0.0365,0.020014976,0.0008225,4
133,0.82039575,0.022375,8.125,0.0107,-0.0254,0.0361,11,0.00896129,0.012783333,0.0107,0.010727689,0.009424167,0.0107,0.010727689,0.009424167,0.0238,0.008652616,0.000848264,4
134,1.973870495,0.017975,6.55,0.0158,-0.0461,0.0619,10,0.014740119,0.016895455,0.0158,0.012431121,0.016003194,0.0158,0.012431121,0.016003194,0.0181,0,0.004406875,5
135,1.750820908,0.0316,7.15,0.0232,-0.0431,0.0663,1,0.03315,0.00995,0.0232,0.016412658,0.009461136,0.0232,0.016412658,0.009461136,0.0497,0.02046651,0.002040606,4
136,0.650808944,0.01065,7.4,0.0024,-0.023888889,0.026288889,13,0.007755106,0.010783333,0.0024,0.006308415,0.012120635,0.0024,0.006308415,0.012120635,0.0102,0.007433289,0.004032143,4
